EmployeeID,Age,Gender,Department,JobRole,MaritalStatus,YearsAtCompany,Attrition,YearsSinceLastPromotion,JobSatisfaction,JobInvolvement,YearsWithCurrManager,PerformanceRating,MonthlyIncome
10885,47,Male,IT,Marketing Coordinator,Divorced,0,No,7,2,2,5,1,5405
10886,51,Female,Marketing,Marketing Coordinator,Married,25,No,10,3,4,8,2,6923
10887,44,Female,Marketing,HR Specialist,Divorced,27,Yes,6,1,3,0,4,9396
10888,24,Male,HR,Software Engineer,Divorced,18,No,14,3,1,0,4,17539
10889,28,Male,Marketing,Manager,Single,14,Yes,11,4,3,0,3,7664
10890,30,Female,Finance,Sales Executive,Single,22,No,5,1,2,10,2,7213
10891,54,Female,Marketing,Marketing Coordinator,Single,18,No,4,3,4,11,4,9860
10892,27,Female,Marketing,Research Scientist,Divorced,11,No,12,2,1,14,4,5222
10893,24,Female,IT,HR Specialist,Single,26,No,2,3,2,6,1,14061
10894,51,Female,Sales,Financial Advisor,Divorced,14,No,12,3,4,2,3,18851
10895,33,Male,HR,Financial Advisor,Married,3,No,13,4,4,1,2,14242
10896,27,Female,Sales,Software Engineer,Single,16,No,7,2,2,8,2,19115
10897,42,Female,HR,Sales Executive,Divorced,29,No,8,4,4,1,1,18049
10898,57,Male,IT,Manager,Divorced,11,No,0,3,1,13,3,14768
10899,36,Female,HR,Manager,Divorced,16,No,5,1,1,6,3,5788
10900,30,Female,Marketing,Software Engineer,Married,6,No,3,1,4,5,1,14503
10901,44,Female,Marketing,Financial Advisor,Divorced,26,No,10,1,2,6,4,6388
10902,45,Female,Sales,Financial Advisor,Married,3,Yes,12,4,1,3,3,16727
10903,20,Female,Finance,Software Engineer,Divorced,15,No,6,3,2,5,4,15790
10904,26,Female,R&D,Software Engineer,Divorced,3,No,4,2,4,0,2,2886
10905,46,Female,HR,Software Engineer,Divorced,26,Yes,13,1,3,9,2,4197
10906,41,Male,Marketing,Sales Executive,Single,27,Yes,12,2,4,12,3,3290
10907,23,Male,R&D,Research Scientist,Divorced,7,No,12,3,1,7,4,17355
10908,41,Female,HR,Financial Advisor,Married,8,No,6,1,1,9,1,7229
10909,49,Female,Sales,Data Analyst,Married,22,No,3,1,4,5,3,17273
10910,44,Female,Sales,Data Analyst,Single,28,No,4,4,4,8,2,11048
10911,28,Male,Marketing,HR Specialist,Married,8,No,10,2,3,6,4,15324
10912,27,Male,Sales,HR Specialist,Divorced,18,No,5,4,2,11,3,6559
10913,34,Male,Finance,Manager,Married,24,Yes,11,3,2,10,4,13705
10914,42,Female,HR,Marketing Coordinator,Single,17,No,1,2,1,4,1,2809
10915,52,Female,R&D,Sales Executive,Married,9,No,6,3,4,14,4,8226
10916,25,Female,Sales,Marketing Coordinator,Single,13,No,3,2,4,5,1,10039
10917,45,Male,R&D,Sales Executive,Divorced,6,No,14,2,1,4,4,11657
10918,52,Male,HR,Marketing Coordinator,Married,6,No,14,2,3,4,2,7273
10919,29,Male,IT,Sales Executive,Single,6,No,9,1,2,3,3,18524
10920,39,Male,Finance,Sales Executive,Single,9,No,14,4,1,4,2,14046
10921,29,Female,Sales,Data Analyst,Married,4,No,14,3,4,0,1,2752
10922,29,Male,Finance,Data Analyst,Single,27,No,4,1,4,9,3,9062
10923,38,Male,Finance,Manager,Single,14,No,3,4,2,4,1,6232
10924,34,Female,HR,Marketing Coordinator,Divorced,4,No,4,4,3,4,2,17814
10925,28,Male,Finance,HR Specialist,Single,1,No,9,2,3,5,4,19821
10926,56,Male,Sales,HR Specialist,Married,14,No,5,3,4,11,3,2347
10927,37,Male,Sales,Research Scientist,Divorced,26,No,3,4,4,1,4,5037
10928,29,Female,Marketing,Sales Executive,Married,0,No,11,4,3,13,3,16317
10929,39,Male,HR,Research Scientist,Divorced,7,No,2,4,3,5,1,3036
10930,37,Female,Sales,Data Analyst,Married,15,No,1,1,4,2,4,17895
10931,52,Male,Marketing,Marketing Coordinator,Divorced,12,No,13,2,3,0,4,11937
10932,43,Male,HR,Manager,Married,1,Yes,12,1,3,1,3,4888
10933,41,Male,Sales,Manager,Single,26,No,3,1,1,1,3,14117
10934,46,Female,Marketing,Manager,Married,11,No,2,4,2,8,2,15124
10935,28,Female,Marketing,Financial Advisor,Divorced,14,No,5,2,4,4,3,18426
10936,48,Male,Sales,HR Specialist,Divorced,20,No,11,2,3,11,2,6113
10937,54,Female,Sales,Software Engineer,Married,16,No,5,2,2,6,1,11178
10938,29,Female,HR,Sales Executive,Single,20,No,14,2,1,3,2,16680
10939,55,Male,Marketing,Marketing Coordinator,Single,14,Yes,11,1,3,12,1,11531
10940,22,Male,HR,HR Specialist,Married,20,No,9,3,3,10,2,8287
10941,36,Female,R&D,Data Analyst,Divorced,12,Yes,14,4,2,9,1,6212
10942,44,Male,Finance,Data Analyst,Divorced,5,No,7,1,3,9,4,2007
10943,52,Female,Sales,HR Specialist,Single,10,No,14,1,1,12,3,15609
10944,22,Male,Finance,HR Specialist,Married,25,Yes,12,3,2,3,3,12156
10945,33,Female,HR,Manager,Single,8,Yes,12,2,4,10,3,16528
10946,57,Male,R&D,Data Analyst,Single,18,Yes,8,4,4,4,2,5087
10947,59,Male,Finance,Data Analyst,Married,28,Yes,3,3,3,9,1,14162
10948,46,Female,Marketing,Marketing Coordinator,Single,15,Yes,4,2,4,5,4,17816
10949,44,Female,Marketing,Financial Advisor,Divorced,0,No,4,4,2,8,1,17625
10950,46,Male,Finance,Sales Executive,Single,17,No,7,1,4,3,1,4458
10951,57,Female,Marketing,Financial Advisor,Divorced,20,No,9,3,2,10,1,7035
10952,27,Female,Sales,Data Analyst,Divorced,14,No,8,4,4,5,1,13422
10953,56,Female,IT,Manager,Single,12,No,9,4,4,2,3,5722
10954,50,Male,Marketing,Marketing Coordinator,Single,6,No,5,2,4,11,2,11371
10955,40,Female,HR,HR Specialist,Married,23,No,10,4,3,3,1,4302
10956,54,Male,IT,Financial Advisor,Married,17,No,3,4,2,3,2,12947
10957,51,Female,IT,Marketing Coordinator,Single,26,No,6,4,1,11,1,14737
10958,26,Female,Marketing,Manager,Divorced,28,No,8,3,4,8,2,7463
10959,44,Female,HR,Financial Advisor,Married,25,No,13,4,4,0,3,11175
10960,37,Female,Finance,HR Specialist,Divorced,24,No,5,3,4,2,1,4309
10961,23,Male,Marketing,Data Analyst,Married,1,No,13,3,2,4,4,19570
10962,51,Male,R&D,Research Scientist,Married,11,No,12,4,2,12,1,10571
10963,59,Male,HR,Manager,Married,9,No,5,2,2,2,4,14939
10964,55,Female,Marketing,Software Engineer,Married,6,No,10,4,4,9,1,13191
10965,27,Male,Sales,Sales Executive,Married,14,No,1,4,3,8,3,17191
10966,47,Male,Sales,Software Engineer,Married,3,No,1,1,3,12,4,19915
10967,56,Female,Sales,Software Engineer,Divorced,24,No,12,1,1,14,2,4270
10968,23,Male,HR,Marketing Coordinator,Divorced,21,No,6,2,4,11,4,17456
10969,45,Male,HR,HR Specialist,Divorced,7,No,3,2,3,10,1,19430
10970,32,Female,Finance,Data Analyst,Married,2,Yes,11,4,2,2,1,2400
10971,46,Male,R&D,Data Analyst,Single,11,No,7,4,2,3,4,14260
10972,28,Male,Finance,Data Analyst,Married,13,Yes,3,3,1,13,2,16674
10973,40,Male,R&D,Financial Advisor,Single,4,Yes,1,1,2,8,2,4434
10974,41,Female,R&D,HR Specialist,Married,16,No,14,1,4,4,2,9076
10975,42,Female,Marketing,Research Scientist,Married,9,No,14,4,3,2,1,18107
10976,58,Male,HR,Research Scientist,Divorced,17,No,10,2,1,8,4,19335
10977,40,Male,R&D,Marketing Coordinator,Divorced,10,No,14,3,2,12,2,14969
10978,30,Male,Sales,Manager,Single,0,No,8,1,3,1,4,18648
10979,55,Male,IT,Financial Advisor,Single,8,Yes,5,4,1,7,2,7917
10980,56,Male,IT,Manager,Married,7,Yes,8,2,2,6,4,3446
10981,36,Female,R&D,Data Analyst,Married,9,No,5,3,4,8,4,9816
10982,27,Female,R&D,HR Specialist,Divorced,8,Yes,0,4,4,9,4,19243
10983,58,Female,IT,Research Scientist,Married,20,No,9,4,3,12,3,11855
10984,42,Female,HR,Software Engineer,Divorced,5,Yes,1,1,1,8,1,6866
10985,32,Male,R&D,Software Engineer,Divorced,15,Yes,6,3,2,4,1,19233
10986,23,Female,Sales,Marketing Coordinator,Single,19,No,9,3,3,10,2,12561
10987,32,Male,Marketing,Software Engineer,Married,10,No,0,3,1,2,1,10208
10988,49,Female,Marketing,Marketing Coordinator,Single,13,No,6,3,2,6,4,2872
10989,40,Female,R&D,Software Engineer,Divorced,13,No,7,4,1,13,1,10425
10990,48,Male,Finance,Software Engineer,Married,0,No,7,3,4,3,3,11129
10991,30,Male,IT,Marketing Coordinator,Married,7,No,7,4,3,14,1,10459
10992,20,Female,Sales,Software Engineer,Divorced,24,No,13,1,4,8,3,10852
10993,49,Male,HR,Marketing Coordinator,Divorced,0,No,5,3,4,4,3,11088
10994,41,Female,Marketing,HR Specialist,Married,10,No,13,4,1,2,3,2809
10995,32,Male,Marketing,Software Engineer,Married,19,No,13,3,2,4,3,17149
10996,55,Male,R&D,Data Analyst,Divorced,11,No,13,2,4,6,4,16285
10997,20,Male,Finance,Software Engineer,Married,14,No,3,1,3,9,3,14370
10998,39,Female,Finance,Research Scientist,Divorced,26,No,6,4,2,8,2,8108
10999,32,Male,IT,HR Specialist,Divorced,22,No,5,3,2,7,4,14056
11000,44,Male,Finance,Sales Executive,Married,25,No,11,1,2,12,3,14337
11001,48,Male,Finance,Data Analyst,Married,11,Yes,4,4,2,1,3,9151
11002,24,Male,IT,Data Analyst,Single,6,No,12,2,2,3,4,18571
11003,35,Male,IT,Financial Advisor,Single,17,No,5,2,4,4,1,3770
11004,28,Female,Finance,Marketing Coordinator,Married,22,Yes,0,2,2,9,2,11482
11005,22,Male,R&D,Software Engineer,Divorced,4,No,0,2,1,13,2,19383
11006,42,Male,IT,Manager,Divorced,12,No,5,3,3,6,3,2241
11007,32,Female,HR,Marketing Coordinator,Divorced,13,No,14,2,2,12,4,6052
11008,48,Female,R&D,Manager,Single,19,No,6,4,4,4,1,16817
11009,33,Male,HR,Software Engineer,Divorced,21,No,7,1,2,7,1,18194
11010,25,Female,Sales,Software Engineer,Single,1,No,1,4,4,1,1,11231
11011,57,Male,Sales,Manager,Single,7,No,8,1,3,5,4,16869
11012,37,Male,R&D,Sales Executive,Divorced,3,No,11,2,4,12,1,8347
11013,47,Female,Sales,Marketing Coordinator,Single,23,No,11,4,1,2,4,5032
11014,54,Male,Finance,Sales Executive,Divorced,24,No,6,1,1,7,3,19642
11015,53,Female,IT,Financial Advisor,Married,26,No,12,1,1,9,4,6106
11016,57,Male,Sales,Data Analyst,Married,25,No,4,4,4,7,2,15653
11017,25,Male,R&D,Financial Advisor,Married,15,Yes,6,1,4,0,1,5532
11018,52,Male,HR,Sales Executive,Divorced,25,No,10,1,4,4,4,4790
11019,44,Female,HR,Manager,Married,4,Yes,2,2,4,7,1,18974
11020,36,Male,Sales,HR Specialist,Divorced,12,No,2,3,4,0,3,18704
11021,27,Female,Marketing,Research Scientist,Divorced,17,No,7,1,2,10,1,10866
11022,55,Female,Sales,Sales Executive,Married,8,No,5,2,1,12,1,4827
11023,57,Female,Sales,Software Engineer,Married,25,Yes,7,1,3,0,3,17275
11024,32,Male,IT,Marketing Coordinator,Married,2,No,8,4,2,7,4,8351
11025,40,Female,Sales,Sales Executive,Married,24,No,2,3,1,12,1,4880
11026,46,Male,IT,HR Specialist,Divorced,5,No,12,3,4,8,4,12463
11027,50,Female,IT,Manager,Divorced,19,No,9,2,1,4,1,10616
11028,22,Female,R&D,Sales Executive,Single,28,Yes,2,4,4,7,2,3794
11029,56,Male,Sales,Financial Advisor,Single,2,No,9,4,3,0,1,6329
11030,34,Female,R&D,Financial Advisor,Divorced,23,No,9,4,2,10,2,19589
11031,41,Female,R&D,Marketing Coordinator,Divorced,20,No,12,1,3,10,2,12487
11032,51,Female,Marketing,Manager,Divorced,9,No,3,3,2,0,3,11250
11033,29,Female,Marketing,HR Specialist,Divorced,4,No,10,3,3,13,2,3614
11034,44,Female,R&D,Manager,Divorced,17,No,13,2,4,0,4,5806
11035,57,Female,R&D,Financial Advisor,Divorced,28,No,1,4,2,12,4,18208
11036,43,Male,IT,HR Specialist,Married,0,Yes,5,4,2,5,2,19509
11037,59,Female,Finance,Data Analyst,Married,22,Yes,5,1,2,11,4,18379
11038,27,Female,IT,Data Analyst,Married,3,No,11,2,4,1,1,15588
11039,22,Male,R&D,Financial Advisor,Married,14,No,5,4,1,3,1,9759
11040,41,Male,Marketing,Sales Executive,Married,27,No,5,2,4,0,2,14924
11041,50,Female,Sales,Marketing Coordinator,Married,23,No,10,3,3,6,1,10031
11042,34,Female,HR,Financial Advisor,Single,23,No,1,2,4,3,1,4369
11043,37,Male,HR,Marketing Coordinator,Divorced,8,No,8,1,2,9,3,13586
11044,53,Female,Marketing,Manager,Single,21,No,2,1,3,14,2,5177
11045,55,Female,IT,Marketing Coordinator,Married,0,No,2,4,3,9,3,5841
11046,25,Male,Finance,Research Scientist,Divorced,12,No,12,3,1,11,3,15626
11047,31,Female,R&D,HR Specialist,Single,9,No,14,2,1,8,3,7033
11048,38,Male,Finance,Sales Executive,Married,22,No,12,3,3,10,2,4013
11049,57,Male,HR,Financial Advisor,Single,4,No,5,2,4,8,1,8222
11050,55,Female,Sales,Marketing Coordinator,Married,0,No,4,4,2,4,3,2720
11051,27,Female,Finance,Data Analyst,Married,6,No,1,4,4,5,4,10640
11052,29,Male,Sales,Data Analyst,Divorced,8,No,6,1,4,9,1,15531
11053,34,Male,IT,Data Analyst,Divorced,5,Yes,4,3,2,8,3,10878
11054,53,Female,Marketing,Marketing Coordinator,Single,23,No,10,1,4,10,1,10378
11055,56,Male,Finance,Software Engineer,Single,0,No,3,1,1,1,2,14397
11056,44,Male,Marketing,Sales Executive,Divorced,4,Yes,14,2,4,14,2,3048
11057,28,Female,HR,HR Specialist,Married,2,No,7,4,4,13,4,9137
11058,56,Female,Marketing,Manager,Divorced,9,No,0,3,3,5,3,13022
11059,39,Female,IT,Marketing Coordinator,Single,6,No,10,1,4,5,3,18021
11060,32,Male,HR,Sales Executive,Married,29,No,8,1,4,9,2,2019
11061,29,Female,R&D,HR Specialist,Married,20,Yes,7,2,2,6,4,11668
11062,43,Male,R&D,HR Specialist,Divorced,18,No,8,4,4,11,1,13042
11063,20,Female,Finance,HR Specialist,Married,24,No,12,3,4,8,3,14332
11064,53,Male,R&D,Data Analyst,Single,19,Yes,11,4,2,7,1,15914
11065,40,Male,HR,Software Engineer,Married,24,No,2,4,3,1,2,10544
11066,22,Female,R&D,Financial Advisor,Single,16,Yes,3,4,3,5,2,12996
11067,30,Male,Marketing,HR Specialist,Married,7,No,0,3,1,2,4,13252
11068,29,Female,IT,HR Specialist,Divorced,6,No,7,1,3,14,2,5849
11069,50,Female,IT,Research Scientist,Single,28,No,1,4,1,11,1,5047
11070,45,Female,R&D,HR Specialist,Married,3,No,0,3,4,9,2,6272
11071,24,Female,R&D,HR Specialist,Divorced,21,No,1,3,3,5,2,10605
11072,47,Female,Marketing,Data Analyst,Divorced,14,No,4,1,1,7,2,9765
11073,48,Male,Finance,Sales Executive,Single,29,Yes,6,2,1,2,2,18340
11074,38,Female,HR,Manager,Single,21,No,7,3,2,13,1,4195
11075,43,Male,Finance,Financial Advisor,Single,18,Yes,2,2,4,1,3,10114
11076,36,Male,Sales,Research Scientist,Married,1,No,8,3,2,11,1,13261
11077,29,Male,HR,HR Specialist,Divorced,16,No,0,4,3,7,3,17542
11078,37,Male,HR,HR Specialist,Married,29,No,11,2,3,10,1,13611
11079,43,Female,Marketing,Manager,Divorced,8,No,14,2,2,2,4,3613
11080,20,Male,HR,HR Specialist,Married,14,No,6,4,2,14,4,8145
11081,24,Male,IT,Marketing Coordinator,Divorced,13,No,7,2,2,14,1,5083
11082,44,Male,HR,Software Engineer,Married,19,No,3,1,4,3,1,17503
11083,51,Female,HR,HR Specialist,Divorced,10,No,1,4,3,11,4,6695
11084,39,Male,Sales,Data Analyst,Married,13,No,13,4,2,4,4,13640
11085,39,Male,Marketing,Manager,Single,3,No,13,3,4,14,1,7974
11086,56,Male,HR,Sales Executive,Single,9,No,14,1,2,0,2,15755
11087,28,Male,Sales,Manager,Divorced,20,No,9,2,2,4,3,17999
11088,56,Male,Sales,Software Engineer,Single,1,No,10,2,2,3,1,2465
11089,44,Female,Finance,Financial Advisor,Married,8,No,0,2,1,9,2,6154
11090,23,Male,HR,Software Engineer,Divorced,2,No,3,4,2,1,4,19102
11091,56,Male,Finance,Data Analyst,Single,28,No,3,3,1,13,1,15821
11092,35,Female,IT,Manager,Single,18,Yes,10,2,4,3,4,9624
11093,51,Male,Finance,Research Scientist,Single,20,Yes,14,1,4,12,2,11520
11094,41,Male,Marketing,HR Specialist,Married,6,No,2,1,2,9,2,10252
11095,40,Male,Marketing,Sales Executive,Married,8,No,8,3,1,8,2,5560
11096,57,Male,Sales,Research Scientist,Divorced,7,Yes,3,1,3,0,2,10231
11097,22,Female,IT,Research Scientist,Divorced,28,No,10,3,4,10,1,14214
11098,41,Male,Finance,Research Scientist,Divorced,15,No,2,1,3,8,1,15211
11099,44,Female,Finance,Sales Executive,Single,17,Yes,1,4,2,10,4,11534
11100,22,Female,Marketing,Research Scientist,Divorced,3,No,5,1,4,10,3,6691
11101,42,Female,HR,Sales Executive,Divorced,2,No,6,1,1,8,4,12932
11102,56,Female,HR,Financial Advisor,Divorced,0,Yes,10,4,1,1,1,8632
11103,52,Male,Marketing,Financial Advisor,Married,21,No,3,3,4,12,1,14777
11104,56,Female,IT,Manager,Single,1,Yes,6,4,2,12,3,3650
11105,43,Female,IT,Sales Executive,Married,22,Yes,5,4,2,8,2,14724
11106,35,Male,HR,HR Specialist,Married,25,No,2,2,2,5,1,15017
11107,39,Female,Finance,HR Specialist,Married,14,Yes,12,2,1,1,4,5543
11108,39,Male,Marketing,Financial Advisor,Married,5,No,4,4,3,11,4,14318
11109,35,Male,IT,Marketing Coordinator,Divorced,1,No,5,1,3,4,2,5646
11110,53,Female,Marketing,Manager,Single,13,No,8,4,3,13,1,15847
11111,26,Female,Marketing,HR Specialist,Single,22,No,14,4,1,2,1,5631
11112,29,Female,Finance,Data Analyst,Single,19,No,6,4,3,13,4,7556
11113,57,Female,HR,Financial Advisor,Single,8,Yes,4,1,1,3,2,6690
11114,36,Female,R&D,Research Scientist,Married,20,No,10,2,1,9,4,3696
11115,22,Female,HR,Manager,Divorced,22,No,10,3,4,0,2,12805
11116,57,Female,HR,Data Analyst,Single,3,No,12,4,1,6,3,15032
11117,58,Female,Sales,Manager,Married,16,No,9,1,3,11,1,17355
11118,30,Female,Sales,Data Analyst,Divorced,19,Yes,6,2,3,5,4,19236
11119,38,Male,Sales,Research Scientist,Divorced,0,No,9,3,2,11,1,19080
11120,26,Female,IT,Manager,Divorced,9,No,6,4,3,0,3,12066
11121,43,Male,Finance,Data Analyst,Single,7,No,7,3,2,9,1,12888
11122,43,Female,Marketing,Sales Executive,Divorced,4,No,1,2,1,3,3,3450
11123,28,Male,IT,HR Specialist,Married,22,No,9,4,4,14,2,8655
11124,58,Female,HR,Data Analyst,Divorced,2,Yes,11,1,4,14,4,5324
11125,43,Male,Finance,Financial Advisor,Divorced,13,No,0,4,4,7,2,2118
11126,50,Female,HR,Marketing Coordinator,Divorced,14,No,9,4,4,6,3,11676
11127,51,Male,Marketing,Sales Executive,Single,7,No,2,4,2,6,4,15691
11128,32,Female,Finance,Financial Advisor,Divorced,24,No,12,1,3,2,1,19626
11129,54,Female,HR,HR Specialist,Married,7,No,0,3,3,0,2,14224
11130,45,Male,HR,Marketing Coordinator,Divorced,27,No,7,3,2,8,2,13007
11131,38,Female,IT,Manager,Single,10,No,9,2,1,3,1,17361
11132,58,Female,R&D,Sales Executive,Single,15,No,10,2,3,1,2,3885
11133,21,Male,R&D,Research Scientist,Married,22,No,7,2,1,3,3,15465
11134,56,Female,Marketing,Marketing Coordinator,Married,4,No,1,1,2,0,2,13332
11135,52,Male,Finance,HR Specialist,Married,17,No,1,3,1,10,1,15999
11136,56,Female,Finance,HR Specialist,Single,11,No,14,1,3,5,1,5760
11137,38,Male,Sales,Data Analyst,Divorced,14,No,2,2,4,13,3,6055
11138,32,Male,HR,Sales Executive,Divorced,15,No,5,3,1,10,1,11993
11139,59,Male,HR,Data Analyst,Divorced,25,No,1,3,2,1,4,4458
11140,52,Female,IT,HR Specialist,Married,25,Yes,10,2,1,12,4,18799
11141,36,Male,IT,Data Analyst,Single,3,No,0,3,1,6,3,18997
11142,47,Male,Marketing,Marketing Coordinator,Divorced,19,No,1,2,3,5,1,11103
11143,57,Female,Marketing,Research Scientist,Divorced,24,No,13,4,3,7,3,18182
11144,26,Female,R&D,Sales Executive,Divorced,28,No,13,3,1,4,2,6617
11145,57,Male,R&D,Financial Advisor,Married,21,No,3,4,3,12,1,10854
11146,53,Female,HR,Marketing Coordinator,Married,8,No,10,1,1,4,3,3159
11147,21,Female,IT,Data Analyst,Married,16,Yes,4,4,1,1,3,16341
11148,26,Female,Sales,Software Engineer,Divorced,12,Yes,7,4,4,13,4,15631
11149,30,Female,Finance,Data Analyst,Married,14,No,4,3,3,13,4,9367
11150,30,Male,Marketing,Manager,Married,15,No,7,3,3,0,1,11216
11151,37,Female,Marketing,Marketing Coordinator,Married,24,No,5,1,4,9,1,9639
11152,28,Male,Finance,Data Analyst,Divorced,18,No,12,1,1,0,1,2651
11153,58,Female,Marketing,Data Analyst,Divorced,23,Yes,4,4,4,3,1,8011
11154,34,Female,Marketing,Research Scientist,Divorced,9,No,11,3,3,3,4,6594
11155,24,Female,IT,Software Engineer,Divorced,26,No,4,3,3,5,4,7325
11156,38,Female,R&D,Data Analyst,Divorced,0,No,5,1,2,0,4,14263
11157,53,Male,Marketing,HR Specialist,Divorced,22,No,11,4,3,7,4,6750
11158,40,Male,Sales,HR Specialist,Married,3,No,9,1,4,6,3,14781
11159,53,Male,IT,Sales Executive,Divorced,23,Yes,7,2,2,2,4,4733
11160,32,Male,IT,Marketing Coordinator,Divorced,1,No,9,2,2,1,1,19732
11161,47,Male,Sales,Data Analyst,Married,25,No,0,4,1,7,4,3881
11162,38,Male,Marketing,Sales Executive,Married,18,Yes,10,1,4,8,1,17234
11163,27,Male,Sales,Research Scientist,Single,18,Yes,10,2,3,1,2,4309
11164,29,Male,R&D,Data Analyst,Single,10,Yes,6,1,2,4,4,6731
11165,29,Male,R&D,Research Scientist,Divorced,27,No,6,1,2,11,4,19636
11166,26,Male,IT,Sales Executive,Single,6,No,14,4,4,3,3,13371
11167,28,Female,Finance,Manager,Divorced,13,No,12,2,2,2,4,6107
11168,50,Male,HR,Research Scientist,Married,29,No,14,3,2,10,4,5125
11169,27,Male,R&D,Marketing Coordinator,Single,2,Yes,1,1,3,4,2,12801
11170,47,Male,R&D,Data Analyst,Married,14,No,2,3,4,14,3,11758
11171,24,Male,IT,HR Specialist,Married,2,Yes,4,3,2,2,2,18323
11172,32,Male,Marketing,HR Specialist,Single,25,No,10,3,4,7,3,18278
11173,21,Male,HR,Sales Executive,Divorced,10,No,12,1,1,5,2,11198
11174,58,Male,R&D,Software Engineer,Married,24,No,5,3,1,0,3,7193
11175,22,Male,HR,Research Scientist,Married,1,No,9,1,1,8,2,14296
11176,35,Female,Sales,Research Scientist,Married,20,Yes,5,3,3,5,4,18762
11177,31,Male,Sales,Sales Executive,Divorced,24,No,8,1,2,9,2,11216
11178,38,Male,HR,Financial Advisor,Divorced,29,No,10,1,2,8,2,18717
11179,53,Female,HR,HR Specialist,Divorced,23,No,8,4,4,7,2,12158
11180,37,Female,Finance,HR Specialist,Married,13,No,12,1,1,13,3,18751
11181,40,Female,Sales,HR Specialist,Divorced,22,No,12,4,4,2,1,13372
11182,39,Female,Finance,Data Analyst,Married,14,No,5,1,2,13,4,11017
11183,31,Female,Sales,Research Scientist,Single,6,No,1,1,2,5,4,5221
11184,49,Male,Sales,Manager,Single,11,No,9,2,2,5,1,6982
11185,32,Female,Finance,HR Specialist,Single,13,No,14,3,3,12,1,13647
11186,25,Female,Sales,HR Specialist,Single,12,Yes,8,1,4,14,3,3023
11187,48,Male,Finance,HR Specialist,Married,1,No,9,2,3,9,1,14330
11188,23,Female,HR,Sales Executive,Single,2,No,0,4,1,2,2,17520
11189,30,Male,IT,Marketing Coordinator,Divorced,12,No,1,1,1,1,4,11771
11190,26,Female,Marketing,HR Specialist,Married,6,No,2,3,2,4,1,10953
11191,54,Female,HR,Data Analyst,Divorced,25,Yes,6,1,3,11,1,17496
11192,46,Male,Marketing,Marketing Coordinator,Divorced,29,Yes,12,2,3,8,4,13776
11193,41,Male,HR,HR Specialist,Divorced,10,No,9,3,2,8,3,16519
11194,57,Female,Marketing,HR Specialist,Single,6,Yes,7,4,2,10,2,6460
11195,49,Male,Sales,Manager,Married,0,No,7,3,4,2,1,8892
11196,48,Female,Marketing,HR Specialist,Married,12,No,14,1,3,14,2,10282
11197,36,Female,Finance,Software Engineer,Single,23,No,14,1,3,5,1,11120
11198,22,Male,Marketing,Software Engineer,Single,12,No,8,2,3,7,4,8489
11199,31,Male,Sales,Financial Advisor,Married,4,No,3,2,3,11,1,7823
11200,30,Female,R&D,Sales Executive,Single,15,No,5,4,3,6,1,4759
11201,56,Female,IT,Software Engineer,Single,16,No,7,4,4,12,1,19469
11202,37,Female,Marketing,Software Engineer,Single,13,No,11,4,4,3,1,14834
11203,53,Male,R&D,Financial Advisor,Married,4,No,3,2,4,8,4,6794
11204,35,Male,IT,Sales Executive,Single,15,No,10,1,1,1,3,6833
11205,32,Female,HR,Manager,Married,6,No,6,3,3,6,1,19404
11206,36,Female,HR,Manager,Single,7,Yes,5,3,4,8,3,9893
11207,44,Male,IT,HR Specialist,Single,29,No,9,4,4,7,3,10116
11208,48,Male,Finance,Manager,Divorced,25,No,8,2,1,13,2,17474
11209,24,Female,IT,Financial Advisor,Divorced,15,No,13,2,2,14,1,13105
11210,47,Female,Marketing,HR Specialist,Divorced,3,No,3,2,4,8,1,6179
11211,54,Male,Marketing,Financial Advisor,Divorced,13,No,10,1,2,3,1,14080
11212,52,Male,Sales,Manager,Married,5,No,13,4,2,2,3,16051
11213,26,Female,Marketing,Financial Advisor,Single,27,No,14,1,4,14,1,18398
11214,55,Female,Finance,Software Engineer,Single,10,No,14,1,4,2,1,19306
11215,59,Male,Finance,Financial Advisor,Married,0,No,14,4,1,3,2,19486
11216,59,Male,HR,Data Analyst,Divorced,22,No,1,4,3,11,3,10232
11217,39,Male,Marketing,Research Scientist,Single,19,No,4,1,1,9,3,9896
11218,28,Male,HR,HR Specialist,Single,0,No,12,2,1,9,4,17196
11219,45,Female,IT,Research Scientist,Married,10,No,5,2,4,6,2,7287
11220,51,Female,HR,HR Specialist,Married,27,Yes,9,1,3,12,3,16118
11221,57,Female,Finance,Financial Advisor,Divorced,25,No,9,3,3,9,3,10106
11222,32,Female,Marketing,Data Analyst,Divorced,7,Yes,8,3,2,11,4,18900
11223,34,Female,R&D,Software Engineer,Divorced,11,Yes,14,4,1,13,4,4835
11224,31,Female,Finance,Manager,Married,20,No,7,1,4,7,1,6165
11225,23,Male,HR,Manager,Married,7,No,9,3,1,8,1,2702
11226,36,Female,HR,HR Specialist,Married,19,No,7,3,2,14,1,10586
11227,34,Female,Finance,Manager,Married,19,No,13,3,3,7,3,18721
11228,30,Female,Finance,Sales Executive,Divorced,2,No,12,3,3,0,2,14242
11229,51,Male,IT,Software Engineer,Single,21,No,13,2,2,0,2,18327
11230,28,Female,Finance,Financial Advisor,Divorced,6,Yes,11,2,3,6,1,18082
